25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
60, Local-gov, 129193, Some-college, 10, Widowed, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
57, Local-gov, 167457, 7th-8th, 4, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 455469, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K.
24, Private, 206891, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
37, Private, 269323, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K.
45, Local-gov, 187715, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
48, Federal-gov, 71376, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 268707, 11th, 7, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male, 0, 0, 42, United-States, <=50K.
45, Private, 215620, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 158438, HS-grad, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 209629, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 121076, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 97933, 9th, 5, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
25, Private, 177423, HS-grad, 9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, 4416, 0, 45, Philippines, <=50K.
39, Private, 185520, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
44, Federal-gov, 38321, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
33, Private, 213307, 1st-4th, 2, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K.
48, Private, 328581, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
58, Private, 177368, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 148903, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K.
53, Self-emp-not-inc, 385520, HS-grad, 9, Widowed, Farming-fishing, Unmarried, White, Female, 0, 0, 55, United-States, <=50K.
25, Self-emp-not-inc, 193716, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K.
21, Private, 238899, Bachelors, 13, Never-married, Sales, Own-child, Black, Female, 0, 0, 30, United-States, <=50K.
36, Private, 209993, 5th-6th, 3, Married-civ-spouse, Priv-house-serv, Wife, White, Female, 0, 0, 40, El-Salvador, <=50K.
51, State-gov, 136060, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
26, Local-gov, 192944, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 29927, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
23, Local-gov, 200593, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 311376, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
58, Private, 206814, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 50, United-States, >50K.
21, Private, 278391, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, Nicaragua, <=50K.
32, Private, 364657, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
62, Private, 175080, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
43, Private, 161240, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K.
20, Private, 162282, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
23, Private, 199419, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
26, Private, 171114, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 208855, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
30, Private, 381030, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
63, Private, 219337, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 3471, 0, 45, United-States, <=50K.
45, Private, 180010, HS-grad, 9, Divorced, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 189382, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
26, Private, 121712, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 30, United-States, <=50K.
39, Private, 352188, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 398874, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K.
33, Private, 191930, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 50, United-States, <=50K.
26, Private, 269168, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K.
40, Private, 173651, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
49, Private, 149337, HS-grad, 9, Separated, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
65, Private, 173483, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
19, Private, 223669, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
47, Private, 182177, Some-college, 10, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 23, United-States, <=50K.
24, Private, 109414, Some-college, 10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 20, India, <=50K.
55, Self-emp-inc, 150917, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 45, United-States, >50K.
61, Self-emp-not-inc, 39128, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K.
47, Local-gov, 103540, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
64, Private, 110212, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
37, Private, 222450, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 2339, 40, El-Salvador, <=50K.
25, Private, 306908, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-not-inc, 263871, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K.
40, State-gov, 55294, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, Private, 174063, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
54, State-gov, 258735, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
47, Private, 275867, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 154235, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
32, Local-gov, 210448, Some-college, 10, Married-civ-spouse, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 337908, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K.
26, State-gov, 205333, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K.
23, Private, 187447, Some-college, 10, Separated, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 153589, 9th, 5, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, Local-gov, 149988, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
43, Private, 398959, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 44041, Assoc-acdm, 12, Married-spouse-absent, Adm-clerical, Other-relative, White, Male, 0, 0, 60, United-States, <=50K.
47, Private, 202117, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
34, Local-gov, 303129, HS-grad, 9, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
35, Private, 215419, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
20, Private, 175069, Some-college, 10, Never-married, Sales, Own-child, White, Male, 1055, 0, 30, United-States, <=50K.
36, Federal-gov, 20469, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
52, Private, 254680, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 99, United-States, <=50K.
38, Self-emp-inc, 46385, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 178463, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 229296, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
38, Private, 179352, Assoc-acdm, 12, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
56, Self-emp-not-inc, 177368, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, >50K.
30, Private, 156015, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
35, State-gov, 308945, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K.
60, Self-emp-not-inc, 119575, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
20, Private, 332689, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
18, Private, 150817, 12th, 8, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 45, United-States, <=50K.
19, Private, 50941, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
53, Federal-gov, 59664, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 5013, 0, 40, United-States, <=50K.
18, Private, 56613, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
44, Private, 162372, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, Puerto-Rico, <=50K.
57, Private, 77927, 5th-6th, 3, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 37, United-States, <=50K.
40, Self-emp-not-inc, 170214, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, Iran, <=50K.
33, Private, 76493, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K.
19, Private, 130431, 5th-6th, 3, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 36, Mexico, <=50K.
40, State-gov, 23037, Some-college, 10, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 84, United-States, <=50K.
20, Self-emp-not-inc, 176321, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
47, Private, 105449, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, >50K.
41, Private, 157217, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
47, Federal-gov, 382532, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, >50K.
23, Private, 250918, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K.
49, State-gov, 139268, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 70, United-States, >50K.
37, Self-emp-not-inc, 200352, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
67, Private, 267915, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
24, Private, 376474, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 153047, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
29, Private, 154236, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 4386, 0, 58, United-States, >50K.
26, Private, 427744, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
33, Self-emp-not-inc, 100580, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 10, United-States, <=50K.
23, Private, 238179, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 2339, 45, United-States, <=50K.
37, State-gov, 272471, Some-college, 10, Widowed, Transport-moving, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 259058, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Male, 0, 1726, 40, United-States, <=50K.
41, Private, 112656, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 197286, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
47, Federal-gov, 26145, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 314440, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 57691, HS-grad, 9, Separated, Exec-managerial, Not-in-family, White, Male, 0, 2258, 70, United-States, <=50K.
33, Private, 301251, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K.
25, Private, 243410, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
40, Private, 119008, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
67, Private, 169435, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 200327, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 18, United-States, <=50K.
69, Private, 31501, Assoc-voc, 11, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 223327, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1672, 42, United-States, <=50K.
52, Private, 191130, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K.
47, Private, 245724, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 194134, Assoc-voc, 11, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K.
23, Private, 140764, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 1590, 40, United-States, <=50K.
41, Self-emp-not-inc, 189941, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 149368, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
57, Local-gov, 237546, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
34, Private, 211051, Bachelors, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
44, State-gov, 307468, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, >50K.
46, Self-emp-not-inc, 27847, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K.
60, Private, 39263, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 3325, 0, 35, United-States, <=50K.
46, Local-gov, 183610, Masters, 14, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
32, Self-emp-inc, 235847, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 52, United-States, <=50K.
44, Local-gov, 32627, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 60, United-States, >50K.
43, Private, 42026, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Federal-gov, 72808, 11th, 7, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 42, United-States, <=50K.
55, Private, 377113, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 60, United-States, >50K.
24, Private, 176389, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
65, Private, 71075, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
51, Self-emp-inc, 110327, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K.
42, State-gov, 392167, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 130808, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 351757, 10th, 6, Never-married, Other-service, Unmarried, White, Male, 0, 0, 30, El-Salvador, <=50K.
24, Self-emp-not-inc, 345420, 7th-8th, 4, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 50, United-States, <=50K.
52, Private, 220984, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 236834, 9th, 5, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 35, Mexico, <=50K.
42, Private, 153489, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 330850, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 70, United-States, <=50K.
53, Private, 337195, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
35, Private, 214816, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 36, United-States, <=50K.
20, Private, 92863, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 226894, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Male, 13550, 0, 40, United-States, >50K.
46, Private, 40666, Bachelors, 13, Divorced, Exec-managerial, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
58, Private, 105239, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 112763, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, <=50K.
66, Self-emp-not-inc, 219220, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2653, 0, 40, United-States, <=50K.
38, State-gov, 168223, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 175639, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 28, United-States, <=50K.
39, Private, 167482, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Local-gov, 178417, HS-grad, 9, Married-civ-spouse, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, >50K.
26, Local-gov, 33604, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 25, United-States, <=50K.
27, Private, 62082, Bachelors, 13, Never-married, Sales, Own-child, Other, Male, 0, 0, 38, United-States, <=50K.
29, Private, 149902, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K.
29, Private, 74784, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K.
47, Self-emp-inc, 54260, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
29, Local-gov, 165218, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
52, Local-gov, 192853, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, Jamaica, >50K.
27, Private, 56299, 11th, 7, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 208406, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
62, Private, 165827, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
72, Private, 249559, HS-grad, 9, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
27, Private, 151382, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 161141, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K.
27, Private, 57092, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
49, Private, 116927, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
56, Private, 133876, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
52, Self-emp-inc, 229259, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Private, 338162, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 0, 0, 40, United-States, <=50K.
37, Federal-gov, 38948, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 169276, HS-grad, 9, Divorced, Machine-op-inspct, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K.
38, State-gov, 364803, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 65, United-States, <=50K.
45, Private, 302677, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 1340, 50, United-States, <=50K.
35, Private, 235485, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, Private, 91189, Some-college, 10, Never-married, Sales, Unmarried, White, Male, 0, 0, 60, United-States, <=50K.
54, Federal-gov, 149596, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, <=50K.
19, Private, 89211, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
48, State-gov, 241854, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
41, Private, 213351, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 74631, 9th, 5, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
56, Private, 128696, 11th, 7, Married-civ-spouse, Tech-support, Wife, Black, Female, 0, 0, 40, United-States, <=50K.
49, Private, 141069, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
45, Private, 176947, 7th-8th, 4, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
46, Private, 274200, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
39, Private, 94036, HS-grad, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
34, Local-gov, 176802, 11th, 7, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
46, Private, 235646, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 175883, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K.
48, Private, 154430, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
71, Private, 258126, 9th, 5, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 39, Cuba, <=50K.
26, Federal-gov, 337575, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
47, Self-emp-inc, 308241, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 298623, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
65, Private, 270935, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
60, Private, 338833, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 38, United-States, <=50K.
35, Private, 233786, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 366876, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, State-gov, 183279, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K.
41, Federal-gov, 29606, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, >50K.
24, Local-gov, 137300, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
45, Private, 184070, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
48, Private, 188610, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K.
20, Private, 41356, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
39, Local-gov, 100011, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
